name,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,killed_by
3179,2203,39,3,161,0,2,2380,1,1,424,5,5,1
1248,2202,78,3,201,15,2,2379,1,1,236,14,9,1
2596,2201,20,3,53,11,2,2378,1,1,56,10,5,1
9971,2200,65,3,414,6,2,2380,1,1,496,5,6,0
2094,2199,36,3,173,16,2,2377,1,1,386,15,5,1
6518,2198,25,3,465,15,2,2376,1,1,552,14,5,1
3977,2197,25,3,419,8,2,2375,1,1,320,7,5,1
10635,2196,25,1,181,18,2,2374,1,1,438,10,5,2
4834,2195,31,3,281,11,2,2373,1,1,335,10,5,1
4831,2194,32,3,91,11,2,2372,1,1,98,10,5,1
7310,2193,15,3,33,18,2,2371,1,1,335,10,5,1
7500,2192,25,3,307,2,2,2370,1,1,430,15,5,1
3109,2191,42,3,307,2,2,2369,1,1,445,2,5,1
3014,2191,26,1,307,2,2,2369,1,1,330,6,5,2
9200,2190,26,3,402,17,2,2368,1,1,468,16,5,1
6662,2189,15,3,127,11,2,2367,1,1,43,10,5,1
2162,2188,14,3,80,0,2,2366,1,1,86,0,5,1
619,2187,20,3,105,8,2,2365,1,1,453,7,5,1
7192,2187,39,3,466,1,0,2365,1,1,555,1,5,1
4639,2187,30,3,307,2,2,2365,0,1,379,7,5,1
5752,2186,27,3,65,19,2,2364,1,1,109,19,5,1
1621,2186,32,3,65,19,2,2364,1,1,109,19,5,1
10933,2186,26,3,65,19,2,2364,1,1,109,19,5,1
8506,2186,22,3,105,8,2,2364,1,1,114,7,5,1
10828,2186,15,3,105,8,2,2364,1,1,114,7,5,1
6456,2185,28,3,91,11,2,2363,1,1,98,10,5,1
3958,2184,50,3,307,2,2,2362,1,1,444,2,5,1
1810,2183,27,3,194,12,0,2361,1,1,225,11,5,1
8689,2182,39,3,353,15,2,2360,1,1,73,14,5,1
1040,2181,15,3,54,11,2,2357,1,1,56,10,5,1
1231,2180,13,3,155,3,0,2359,1,1,178,3,5,1
8464,2180,31,3,155,3,0,2358,1,3,225,11,5,1
8691,2179,20,3,197,8,2,2356,1,1,232,7,5,1
8373,2179,19,3,197,8,2,2356,1,1,232,7,5,1
9319,2179,18,3,197,8,2,2356,1,1,233,7,5,1
2146,2179,19,3,197,8,2,2356,1,1,233,7,5,1
1016,2178,38,3,91,11,2,2354,1,1,98,10,5,1
2921,2177,24,3,197,8,2,2355,1,1,233,7,5,1
9803,2176,19,3,90,6,2,2353,1,1,96,5,5,1
7185,2175,11,3,90,6,2,2352,1,1,96,5,5,1
9666,2174,41,3,91,11,2,2351,1,1,98,10,5,1
7219,2173,17,3,434,15,2,2349,1,1,524,14,5,1
6736,2172,21,3,328,11,2,2348,1,1,394,10,5,1
5881,2171,29,3,179,19,2,2346,0,1,15,19,5,1
1965,2171,15,3,91,11,2,2347,1,1,98,10,5,1
4406,2170,26,3,319,2,2,2344,0,1,31,8,5,1
7401,2169,16,3,91,11,2,2343,1,1,98,10,5,1
4826,2168,23,3,197,8,2,2342,1,1,233,7,5,1
10229,2168,26,3,197,8,2,2342,1,1,432,7,5,1
1385,2168,23,3,197,8,2,2342,1,1,335,10,5,1
10936,2167,25,3,91,11,2,2339,1,1,98,10,5,1
1657,2166,25,3,413,19,2,2337,1,1,552,14,5,1
11050,2165,17,3,336,2,2,2336,1,1,243,2,5,1
1218,2164,23,3,193,12,0,2335,1,3,178,3,5,1
4019,2164,35,3,234,10,0,2335,0,1,272,9,5,1
7956,2164,22,3,193,12,0,2335,1,3,178,3,5,1
3806,2164,26,3,82,12,0,2335,1,3,545,11,5,1
10365,2163,34,3,251,6,2,2334,0,1,202,5,5,1
10820,2163,32,3,155,3,0,2334,1,1,178,3,5,1
10563,2163,40,3,125,1,0,2415,1,3,143,1,5,1
806,2163,31,3,193,12,0,2334,1,3,224,11,5,1
2942,2163,10,3,193,12,0,2334,0,1,225,11,5,1
1256,2163,20,3,155,3,0,2334,1,3,178,3,5,1
3862,2163,22,3,155,3,0,2334,1,3,88,11,5,1
8690,2163,32,3,77,12,0,2334,1,1,83,11,5,1
3891,2163,63,3,203,3,0,2334,1,1,178,3,5,1
8440,2162,22,3,237,10,0,2336,1,1,277,9,5,1
4529,2162,31,3,176,6,2,2333,1,1,202,5,5,1
7201,2162,25,3,465,15,2,2333,1,1,71,19,5,1
1370,2162,20,3,465,15,2,2333,1,1,494,14,5,1
7766,2162,29,3,406,8,2,2335,1,1,491,7,5,1
5783,2162,19,3,155,3,0,2333,1,3,178,3,5,1
4551,2162,16,3,101,15,2,2333,1,1,111,14,5,1
1189,2161,17,3,457,6,2,2332,1,1,544,5,5,1
1390,2161,42,3,155,3,0,2332,1,1,178,3,5,1
1967,2161,28,3,82,12,0,2332,1,3,225,11,5,1
11013,2161,54,3,155,3,0,2332,1,1,178,3,5,1
8703,2161,10,3,155,3,0,2332,0,1,178,3,5,1
4071,2161,36,3,194,12,0,2332,1,3,83,11,5,1
6961,2161,24,3,155,3,0,2332,1,3,532,3,5,1
1692,2161,23,3,155,3,0,2332,1,3,178,3,5,1
6834,2161,31,3,155,3,0,2332,1,3,532,3,5,1
757,2161,30,3,155,3,0,2332,1,3,532,3,5,1
10846,2161,13,3,125,1,0,2332,1,1,143,1,5,1
7306,2161,18,3,82,12,0,2332,1,3,88,11,5,1
8933,2160,19,3,155,3,0,2331,0,1,178,3,5,1
10068,2160,13,3,155,3,0,2331,0,1,178,3,5,1
1915,2160,15,3,155,3,0,2331,1,1,178,3,5,1
10975,2160,8,3,155,3,0,2331,1,1,178,3,5,1
1358,2160,3,3,155,3,0,2331,1,1,178,3,5,1
3546,2160,12,3,155,3,0,2331,0,1,178,3,5,1
8981,2160,32,3,155,3,0,2331,0,1,178,3,5,1
7180,2160,41,3,155,3,0,2331,1,1,178,3,5,1
8552,2160,26,3,155,3,0,2331,1,1,178,3,5,1
2454,2160,19,3,155,3,0,2331,0,1,178,3,5,1
9442,2160,28,3,155,3,0,2331,1,1,178,3,5,1
216,2160,22,3,155,3,0,2331,1,1,178,3,5,1
1182,2160,44,3,155,3,0,2331,1,1,178,3,5,1
10532,2160,9,3,155,3,0,2331,0,1,178,3,5,1
3703,2160,14,3,155,3,0,2331,0,1,178,3,5,1
10041,2160,23,3,155,3,0,2331,1,1,178,3,5,1
3287,2160,62,3,155,3,0,2331,1,1,178,3,5,1
9059,2160,5,3,155,3,0,2331,0,1,178,3,5,1
2049,2160,42,3,155,3,0,2331,0,1,178,3,5,1
2971,2160,38,3,155,3,0,2331,0,1,178,3,5,1
2872,2160,9,3,155,3,0,2331,0,1,178,3,5,1
2524,2160,49,3,155,3,0,2331,1,1,178,3,5,1
5347,2160,5,3,155,3,0,2331,0,1,178,3,5,1
10213,2160,79,3,155,3,0,2331,1,1,178,3,5,1
10207,2160,17,3,155,3,0,2331,1,1,178,3,5,1
454,2160,29,3,155,3,0,2331,0,1,178,3,5,1
2562,2160,48,3,155,3,0,2331,0,1,178,3,5,1
9086,2160,84,3,155,3,0,2331,0,1,178,3,5,1
2084,2160,89,3,155,3,0,2331,1,1,178,3,5,1
8989,2160,40,3,155,3,0,2331,0,1,178,3,5,1
5315,2160,47,3,155,3,0,2331,0,1,178,3,5,1
3936,2160,48,3,155,3,0,2331,1,1,178,3,5,1
9927,2160,73,3,155,3,0,2331,0,1,178,3,5,1
10190,2160,19,3,193,12,0,2331,1,3,225,11,5,1
5204,2160,49,3,125,1,0,2331,1,1,143,1,5,1
9741,2160,42,3,366,2,2,2331,1,1,243,2,5,1
10166,2160,39,3,330,14,0,2331,1,3,397,13,5,1
9443,2160,23,3,330,14,0,2331,1,3,397,13,5,1
6220,2160,27,3,77,12,0,2331,1,3,83,11,5,1
7620,2160,30,3,77,12,0,2331,1,3,83,11,5,1
6494,2160,25,3,77,12,0,2331,1,3,83,11,5,1
2934,2160,45,3,155,3,0,2341,0,1,178,3,5,1
9748,2160,21,3,155,3,0,2331,0,1,178,3,5,1
5418,2160,54,3,155,3,0,2331,1,1,178,3,5,1
5911,2160,82,3,155,3,0,2331,0,1,178,3,5,1
8742,2160,41,3,155,3,0,2331,0,1,178,3,5,1
2116,2160,9,3,155,3,0,2331,1,1,178,3,5,1
10624,2160,13,3,155,3,0,2331,1,1,178,3,5,1
6161,2160,11,3,155,3,0,2331,0,1,178,3,5,1
2941,2160,15,3,155,3,0,2331,0,1,178,3,5,1
10690,2160,4,3,155,3,0,2331,1,1,178,3,5,1
6622,2160,39,3,155,3,0,2331,1,1,178,3,5,1
10981,2160,2,3,155,3,0,2331,1,1,178,3,5,1
1558,2160,28,3,0,10,0,2331,1,3,14,9,5,1
6227,2160,66,3,155,3,0,2331,1,1,178,3,5,1
2756,2159,9,3,444,3,0,2330,1,1,532,3,5,1
10664,2159,24,3,155,3,0,2341,1,1,178,3,5,1
3381,2159,55,1,337,7,1,2330,1,1,406,6,5,2
10754,2159,10,3,444,3,0,2330,1,1,532,3,5,1
101,2159,7,3,444,3,0,2330,1,1,532,3,5,1
9955,2159,12,3,444,3,0,2330,1,1,532,3,5,1
5460,2159,34,3,444,3,0,2330,0,1,532,3,5,1
3124,2159,34,3,465,15,2,2340,1,1,113,14,5,1
10537,2159,25,3,428,18,2,2330,1,1,427,17,5,1
7456,2159,34,3,466,1,0,2330,1,1,566,1,5,1
8485,2159,5,3,444,3,0,2330,1,1,532,3,5,1
9630,2159,18,3,155,3,0,2330,1,3,178,3,5,1
10552,2159,30,3,444,3,0,2330,0,1,532,3,5,1
10684,2159,10,3,444,3,0,2330,1,1,532,3,5,1
6574,2159,17,3,155,3,0,2330,1,1,178,3,5,1
10522,2159,5,3,444,3,0,2330,1,1,532,3,5,1
10908,2159,37,3,479,1,0,2330,1,1,525,1,5,1
10390,2159,30,3,432,6,2,2330,1,1,470,5,5,1
9137,2159,26,3,155,3,0,2330,1,1,178,3,5,1
6038,2159,7,3,444,3,0,2330,0,1,532,3,5,1
7644,2158,26,3,82,12,0,2329,1,1,88,11,5,1
1793,2158,32,3,194,12,0,2329,1,3,224,11,5,1
1481,2158,36,3,194,12,0,2329,1,3,224,11,5,1
7842,2158,25,3,330,14,0,2329,1,3,397,13,5,1
5344,2158,26,3,82,12,0,2329,0,1,88,11,5,1
2126,2158,6,3,82,12,0,2329,0,1,88,11,5,1
4543,2158,8,3,82,12,0,2329,1,1,88,11,5,1
1594,2158,34,3,82,12,0,2329,1,3,88,11,5,1
8331,2158,23,3,373,18,2,2329,1,1,484,17,5,1
10787,2158,22,3,82,12,0,2329,1,3,88,11,5,1
1730,2158,28,3,82,12,0,2329,1,3,88,11,5,1
4037,2158,32,3,155,3,0,2329,1,3,178,3,5,1
10843,2158,22,3,378,15,2,2350,1,1,7,14,5,1
332,2158,12,3,155,3,0,2329,1,1,178,3,5,1
1361,2158,18,3,155,3,0,2330,1,1,178,3,5,1
9583,2158,26,3,155,3,0,2329,1,3,178,3,5,1
1109,2158,40,3,91,11,2,2329,1,1,98,10,5,1
9782,2158,38,3,266,16,2,2329,1,1,315,15,5,1
5727,2158,24,3,466,1,0,2329,1,1,555,1,5,1
6427,2158,20,3,8,9,2,2329,1,1,159,8,5,1
7377,2158,30,3,306,15,2,2329,1,1,454,14,5,1
5946,2158,20,3,355,11,2,2329,1,1,429,10,5,1
10809,2158,27,3,419,8,2,2329,1,1,169,7,5,1
4098,2158,19,3,13,11,2,2329,1,1,42,10,5,1
10446,2158,23,3,1,10,0,2329,1,3,59,9,5,1
3309,2158,44,3,82,12,0,2329,0,1,88,11,5,1
10139,2158,27,3,422,11,2,2331,1,1,509,10,5,1
10402,2157,24,3,82,12,0,2328,0,1,88,11,5,1
3551,2157,66,3,82,12,0,2328,0,1,88,11,5,1
7324,2157,2,3,82,12,0,2328,1,1,88,11,5,1
2115,2157,6,3,82,12,0,2328,1,1,88,11,5,1
32,2157,63,3,82,12,0,2328,1,1,88,11,5,1
8573,2157,39,3,82,12,0,2328,1,1,88,11,5,1
8947,2157,36,3,82,12,0,2328,0,1,88,11,5,1
1382,2157,4,3,82,12,0,2328,1,1,88,11,5,1
4620,2157,7,3,82,12,0,2328,1,1,88,11,5,1
10448,2157,22,3,82,12,0,2328,0,1,88,11,5,1
3488,2157,18,3,82,12,0,2328,0,1,88,11,5,1
6912,2157,51,3,82,12,0,2328,1,1,88,11,5,1
1859,2157,14,3,466,1,0,2328,1,1,555,1,5,1
6309,2157,20,3,466,1,0,2328,1,1,555,1,5,1
158,2157,24,3,470,10,0,2328,1,3,14,9,5,1
10680,2157,22,3,146,12,0,2332,1,3,88,11,5,1
9946,2157,24,3,146,12,0,2328,1,1,88,11,5,1
1676,2157,33,3,466,1,0,2338,1,3,555,1,5,1
3803,2157,20,3,492,12,0,2328,1,1,576,11,5,1
7430,2157,26,3,492,12,0,2328,1,1,576,11,5,1
8319,2157,25,3,492,12,0,2328,0,1,576,11,5,1
3292,2157,17,3,492,12,0,2328,0,1,576,11,5,1
5316,2157,26,3,330,14,0,2328,0,1,397,13,5,1
4022,2157,2,3,330,14,0,2328,0,1,397,13,5,1
7030,2157,21,3,125,1,0,2328,1,3,143,1,5,1
60,2157,37,3,155,3,0,2328,1,3,178,3,5,1
7896,2157,35,3,155,3,0,2328,1,3,178,3,5,1
9750,2157,21,3,330,14,0,2328,0,1,397,13,5,1
8656,2157,29,3,330,14,0,2328,1,3,397,13,5,1
4314,2157,26,3,330,14,0,2328,1,1,397,13,5,1
9863,2157,65,3,330,14,0,2328,0,1,397,13,5,1
1644,2157,22,3,454,1,0,2330,1,1,539,1,5,1
5114,2157,17,3,77,12,0,2328,1,3,83,11,5,1
3325,2157,20,3,77,12,0,2334,1,1,88,11,5,1
5392,2157,13,3,466,1,0,2328,0,1,555,1,5,1
9199,2157,27,3,492,12,0,2328,0,1,576,11,5,1
8237,2157,47,3,492,12,0,2328,0,1,576,11,5,1
5963,2157,39,3,466,1,0,2328,0,1,555,1,5,1
8037,2156,16,1,117,7,1,2327,0,1,128,6,5,2
4410,2156,5,1,362,7,1,2327,1,1,436,6,5,2
5233,2156,52,1,117,7,1,2327,1,1,128,6,5,2
6537,2156,35,3,398,11,2,2327,1,1,335,10,5,1
8458,2156,39,3,155,3,0,2327,1,3,178,3,5,1
7723,2156,29,3,155,3,0,2327,1,3,178,3,5,1
5729,2156,37,3,155,3,0,2327,1,3,272,9,5,1
2001,2156,36,3,155,3,0,2327,1,3,178,3,5,1
10906,2156,40,3,155,3,0,2327,1,3,178,3,5,1
4806,2156,65,3,155,3,0,2327,1,3,178,3,5,1
10428,2156,56,3,155,3,0,2327,1,3,178,3,5,1
3950,2156,40,3,155,3,0,2327,1,3,178,3,5,1
2728,2156,56,3,155,3,0,2327,1,3,178,3,5,1
4960,2156,59,3,155,3,0,2327,1,3,178,3,5,1
10978,2156,4,3,155,3,0,2327,1,1,178,3,5,1
8993,2156,31,3,155,3,0,2327,0,1,178,3,5,1
10325,2156,41,3,155,3,0,2327,1,3,555,1,5,1
3865,2156,43,3,155,3,0,2327,1,3,178,3,5,1
3545,2156,13,3,155,3,0,2327,0,1,178,3,5,1
6048,2156,2,3,155,3,0,2327,0,1,178,3,5,1
3566,2156,13,3,470,10,0,2327,1,1,558,9,5,1
837,2156,10,3,470,10,0,2327,1,1,558,9,5,1
7919,2156,31,3,155,3,0,2327,1,1,178,3,5,1
9127,2156,66,3,155,3,0,2327,1,1,178,3,5,1
8026,2156,46,3,155,3,0,2327,1,1,178,3,5,1
5975,2156,66,3,155,3,0,2327,1,1,178,3,5,1
142,2156,28,3,155,3,0,2327,1,1,178,3,5,1
10345,2156,55,3,194,12,0,2327,1,1,178,3,5,1
10060,2156,37,3,194,12,0,2327,1,1,88,11,5,1
909,2156,48,3,194,12,0,2327,1,1,88,11,5,1
8046,2156,22,3,194,12,0,2327,1,1,88,11,5,1
5588,2156,37,3,56,10,0,2327,1,1,14,9,5,1
5912,2156,57,3,56,10,0,2327,1,1,59,9,5,1
3487,2156,28,3,234,10,0,2327,0,1,272,9,5,1
6072,2156,49,3,234,10,0,2327,0,1,272,9,5,1
9513,2156,40,3,155,3,0,2327,1,3,225,11,5,1
6084,2156,59,3,155,3,0,2327,0,1,178,3,5,1
6977,2156,28,3,155,3,0,2327,1,3,272,9,5,1
4110,2156,27,3,469,6,2,2327,1,1,557,5,5,1
8258,2156,36,3,155,3,0,2327,1,3,178,3,5,1
1161,2156,28,3,155,3,0,2327,1,3,178,3,5,1
7287,2156,25,3,155,3,0,2327,1,1,178,3,5,1
1616,2156,64,3,155,3,0,2327,1,1,178,3,5,1
7069,2156,14,3,176,6,2,2331,1,1,202,5,5,1
8917,2156,16,3,9,17,2,2327,1,1,32,16,5,1
2655,2156,17,3,0,10,0,2327,1,1,59,9,5,1
1942,2156,29,3,436,1,0,2327,1,3,525,1,5,1
3676,2156,24,3,436,1,0,2327,1,3,525,1,5,1
6391,2156,26,3,436,1,0,2327,1,3,525,1,5,1
7181,2156,26,3,436,1,0,2327,1,3,525,1,5,1
7399,2156,31,3,155,3,0,2327,1,3,178,3,5,1
7928,2156,26,3,155,3,0,2327,1,3,178,3,5,1
953,2156,33,3,155,3,0,2327,1,3,178,3,5,1
5350,2155,40,3,155,3,0,2326,0,1,178,3,5,1
2533,2155,48,3,444,3,0,2326,1,3,532,3,5,1
1417,2155,37,3,426,11,2,2326,1,1,565,10,5,1
2121,2155,58,3,444,3,0,2326,0,1,178,3,5,1
123,2155,18,3,444,3,0,2326,1,1,178,3,5,1
5962,2155,18,3,125,1,0,2326,1,1,143,1,5,1
7771,2155,21,3,125,1,0,2326,1,1,143,1,5,1
5371,2155,63,1,347,7,1,2326,0,1,419,6,5,2
4681,2155,44,3,155,3,0,2326,1,3,178,3,5,1
5390,2155,15,3,155,3,0,2326,0,1,178,3,5,1
6157,2155,2,3,155,3,0,2333,0,1,178,3,5,1
9441,2155,33,3,155,3,0,2326,1,3,178,3,5,1
4999,2155,33,3,155,3,0,2326,1,3,178,3,5,1
7598,2155,29,3,155,3,0,2326,1,3,178,3,5,1
6334,2155,34,3,155,3,0,2326,1,1,178,3,5,1
8231,2155,52,1,49,7,1,2326,0,1,40,6,5,2
107,2154,27,3,470,10,0,2325,1,3,272,9,5,1
5664,2154,31,3,491,10,0,2325,1,3,272,9,5,1
326,2154,32,3,470,10,0,2325,1,3,272,9,5,1
7238,2154,27,3,491,10,0,2325,1,3,272,9,5,1
145,2154,29,3,491,10,0,2325,1,3,272,9,5,1
7808,2154,26,3,491,10,0,2325,1,3,272,9,5,1
7416,2154,30,3,491,10,0,2325,1,3,272,9,5,1
5942,2154,21,3,491,10,0,2325,1,3,272,9,5,1
7744,2154,23,3,491,10,0,2325,1,3,272,9,5,1
7745,2154,28,3,491,10,0,2325,1,3,272,9,5,1
10024,2154,26,3,491,10,0,2325,1,3,272,9,5,1
6572,2154,35,3,77,12,0,2327,1,3,83,11,5,1
9179,2154,38,3,193,12,0,2325,1,3,224,11,5,1
6282,2154,26,3,470,10,0,2325,1,3,272,9,5,1
7411,2154,15,3,193,12,0,2325,1,1,224,11,5,1
3144,2154,26,3,470,10,0,2325,1,3,272,9,5,1
7358,2154,25,3,470,10,0,2325,1,3,272,9,5,1
9392,2154,37,3,234,10,0,2326,1,3,272,9,5,1
7604,2154,23,3,470,10,0,2325,1,3,272,9,5,1
6306,2154,36,3,77,12,0,2345,1,3,83,11,5,1
6402,2154,26,3,77,12,0,2325,1,3,83,11,5,1
10346,2154,23,3,470,10,0,2325,1,3,272,9,5,1
2140,2154,23,3,470,10,0,2325,1,3,272,9,5,1
10170,2154,27,3,470,10,0,2325,1,3,272,9,5,1
369,2153,20,3,355,11,2,2324,1,1,450,17,5,1
6675,2153,20,3,355,11,2,2324,1,1,484,17,5,1
9162,2152,16,3,305,11,2,2323,1,1,358,10,5,1
10636,2151,19,1,426,11,2,2323,1,1,235,6,5,2
3154,2151,60,3,161,0,2,2322,0,1,499,0,5,1
8484,2150,45,3,102,19,2,2321,1,1,109,19,5,1
920,2149,46,3,70,11,2,2320,1,1,74,10,5,1
5166,2148,33,3,359,15,2,2319,1,1,414,14,5,0
6877,2147,35,3,161,0,2,2318,1,1,194,5,5,1
908,2146,17,3,173,16,2,2317,1,1,386,15,5,1
521,2145,25,3,161,0,2,2316,1,1,96,5,5,0
5568,2144,17,3,307,2,2,2315,1,1,379,7,5,1
3049,2143,52,1,412,8,2,2315,0,1,463,7,9,2
688,2142,15,3,487,15,2,2314,1,1,571,14,5,1
8360,2141,36,3,451,19,2,2313,1,1,456,2,5,1
2755,2140,28,3,183,11,2,2312,1,1,9,10,5,1
772,2139,16,3,407,15,2,2311,1,1,509,10,1,1
9545,2138,28,3,29,18,2,2310,1,1,89,17,5,1
9745,2137,39,1,311,7,1,2309,1,1,373,6,11,2
6709,2136,16,3,118,15,2,2308,1,1,131,14,5,1
2322,2135,30,3,307,2,2,2307,1,1,530,19,5,1
4334,2134,34,3,250,16,2,2306,1,1,291,15,5,1
1813,2133,26,3,441,19,2,2305,1,1,15,19,5,1
4690,2132,31,3,307,2,2,2304,1,1,502,2,5,1
3085,2131,38,3,434,15,2,2303,1,1,17,14,5,1
2568,2130,19,3,66,6,2,2302,1,1,140,5,5,1
10977,2129,17,3,469,6,2,2301,1,1,557,5,5,1
4311,2128,24,3,441,19,2,2300,1,1,530,19,5,1
9940,2127,31,3,296,15,2,2298,1,1,349,14,5,1
4524,2126,22,3,91,11,2,2299,1,1,98,10,5,1
6384,2126,15,3,91,11,2,2297,1,1,98,10,5,1
6448,2125,27,3,0,10,0,2296,1,3,272,9,5,1
5500,2124,33,3,307,2,2,2295,1,1,223,2,5,1
2551,2123,19,3,317,18,2,2294,1,1,382,17,5,1
10162,2122,25,3,197,8,2,2293,1,1,232,7,5,1
10622,2122,18,3,197,8,2,2293,1,1,233,7,5,1
3178,2122,52,3,130,15,2,2293,1,1,404,14,5,1
7466,2121,16,3,176,6,2,2292,1,1,202,5,5,1
6814,2120,17,3,255,7,1,2290,1,1,566,1,5,1
5674,2120,18,3,255,7,1,2290,1,1,143,1,5,1
9379,2120,18,3,255,7,1,2290,1,1,566,1,5,1
329,2119,38,3,237,10,0,2289,1,3,14,9,5,1
2544,2118,18,3,66,6,2,2288,1,1,72,5,5,1
3146,2117,16,3,237,10,0,2287,1,1,272,9,5,1
3196,2116,24,3,80,0,2,2285,1,1,416,2,5,1
6055,2115,33,3,125,1,0,2284,0,1,143,1,5,1
8921,2115,45,3,125,1,0,2284,1,1,143,1,5,1
3332,2115,1,3,125,1,0,2284,1,1,143,1,5,1
9374,2115,2,3,125,1,0,2284,1,1,143,1,5,1
7701,2115,12,3,125,1,0,2284,1,1,143,1,5,1
7450,2115,40,3,125,1,0,2286,1,3,143,1,5,1
6219,2115,7,3,125,1,0,2284,1,1,143,1,5,1
10892,2115,39,3,125,1,0,2284,0,1,143,1,5,1
10455,2115,13,3,125,1,0,2284,1,1,143,1,5,1
8677,2114,29,3,155,3,0,2287,1,3,178,3,5,1
10849,2114,35,3,155,3,0,2283,1,3,178,3,5,1
2114,2114,7,3,155,3,0,2283,1,1,178,3,5,1
6418,2114,28,3,234,10,0,2283,1,3,272,9,5,1
6841,2114,23,3,330,14,0,2283,1,3,397,13,5,1
3516,2114,22,3,234,10,0,2283,1,3,272,9,5,1
5611,2114,19,3,155,3,0,2283,1,3,178,3,5,1
4232,2114,17,3,155,3,0,2283,1,1,178,3,5,1
4576,2114,16,3,155,3,0,2283,1,1,178,3,5,1
1523,2114,23,3,155,3,0,2283,1,3,178,3,5,1
9890,2114,23,3,155,3,0,2283,1,3,178,3,5,1
589,2114,30,3,155,3,0,2283,1,3,178,3,5,1
1592,2114,27,3,330,14,0,2283,1,3,397,13,5,1
6297,2114,26,3,155,3,0,2283,1,3,178,3,5,1
8575,2114,54,3,155,3,0,2283,1,1,178,3,5,1
5174,2114,38,3,488,3,0,2283,1,3,525,1,5,1
4545,2114,23,3,155,3,0,2283,1,1,178,3,5,1
318,2113,26,3,32,12,0,2282,1,3,10,11,5,1
10323,2113,43,3,82,12,0,2282,1,3,225,11,5,1
4901,2113,23,3,82,12,0,2282,1,3,225,11,5,1
8884,2113,35,3,82,12,0,2282,1,3,10,11,5,1
10952,2113,25,3,492,12,0,2282,1,3,88,11,5,1
2575,2113,41,3,155,3,0,2282,1,3,178,3,5,1
2374,2113,38,3,155,3,0,2282,0,1,178,3,5,1
4214,2113,25,3,82,12,0,2282,1,3,88,11,5,1
144,2113,28,3,32,12,0,2282,1,3,10,11,5,1
1225,2112,22,3,457,6,2,2281,1,1,544,5,5,1
1737,2111,27,3,482,10,0,2280,1,1,567,9,5,1
8557,2110,25,3,33,18,2,2279,1,1,253,17,5,1
580,2109,14,3,237,10,0,2291,1,1,272,9,5,1
622,2108,28,3,194,12,0,2278,1,1,83,11,5,1
9247,2107,20,3,330,14,0,2277,1,1,397,13,5,1
8206,2106,50,3,319,2,2,2276,0,1,411,14,5,1
5118,2105,14,3,155,3,0,2274,1,1,178,3,5,1
752,2105,17,3,194,12,0,2274,1,1,225,11,5,1
2556,2104,22,3,237,10,0,2273,1,1,272,9,5,1
8997,2103,17,1,120,15,2,2272,0,1,307,6,3,2
5543,2102,24,3,82,12,0,2270,1,3,225,11,5,1
6743,2102,21,3,82,12,0,2270,1,3,225,11,5,1
7482,2102,26,3,82,12,0,2270,1,3,225,11,5,1
596,2101,26,3,142,0,2,2269,1,1,579,0,5,1
8182,2100,14,3,307,2,2,2268,1,1,548,19,5,1
6024,2099,26,3,77,12,0,2271,1,3,83,11,5,1
360,2098,21,3,125,1,0,2267,1,3,143,1,5,1
333,2098,19,3,125,1,0,2267,1,3,143,1,5,1
8911,2098,29,3,125,1,0,2267,1,3,573,1,5,1
1526,2098,20,3,125,1,0,2267,1,3,143,1,5,1
3736,2097,24,3,247,7,1,2266,1,3,59,9,5,1
1738,2096,22,3,237,10,0,2265,1,1,59,9,5,1
5594,2095,27,3,77,12,0,2264,1,3,225,11,5,1
7485,2094,21,3,461,2,2,2263,1,1,549,2,5,1
10882,2093,19,3,307,2,2,2262,1,1,7,14,5,1
371,2093,15,3,478,0,2,2262,1,1,202,5,5,1
366,2092,24,3,330,14,0,2261,1,3,397,13,5,1
2148,2091,30,3,62,7,1,2260,1,1,46,17,5,1
6330,2090,30,3,466,1,0,2259,1,3,555,1,5,1
11034,2090,49,1,49,7,1,2259,1,1,462,6,5,2
6192,2090,58,1,49,7,1,2259,1,1,40,6,5,2
6198,2090,67,1,240,7,1,2259,1,1,264,6,5,2
8517,2090,21,1,48,7,1,2259,1,1,39,6,5,2
8719,2090,46,3,82,12,0,2259,0,1,88,11,5,1
119,2090,11,3,82,12,0,2259,1,1,88,11,5,1
10070,2090,48,3,82,12,0,2259,1,1,88,11,5,1
4476,2090,29,3,82,12,0,2259,0,1,88,11,5,1
1856,2090,30,3,82,12,0,2259,1,1,88,11,5,1
5989,2090,26,3,82,12,0,2259,0,1,88,11,5,1
2792,2090,28,3,155,3,0,2259,1,3,178,3,5,1
412,2090,20,3,155,3,0,2259,1,3,178,3,5,1
4657,2090,33,3,479,1,0,2259,1,3,566,1,5,1
5814,2090,26,3,466,1,0,2259,1,3,555,1,5,1
2060,2090,36,3,82,12,0,2259,0,1,88,11,5,1
3624,2090,33,3,155,3,0,2259,1,3,178,3,5,1
3733,2090,37,3,330,14,0,2259,1,1,397,13,5,1
3294,2090,24,3,466,1,0,2259,1,3,555,1,5,1
304,2090,21,3,82,12,0,2259,1,3,88,11,5,1
5823,2090,25,3,466,1,0,2259,1,3,555,1,5,1
34,2090,60,3,82,12,0,2259,1,1,88,11,5,1
7845,2090,35,3,330,14,0,2259,1,1,397,13,5,1
